EIL2,delta,Energy,Nx,Ny,dtheta0
1.0,1.4020165829145728,105.76875549048955,-188.11181138544703,1.3191153470213322e-12,27.194154108937365
1.0,1.409553768844221,107.19427470968436,-192.3474071330322,-5.955999682471434e-13,27.5166436229409
1.0,1.4170909547738693,108.651938243832,-196.76236221134602,2.9871550029408855e-13,27.84799022402049
1.0,1.4246281407035175,110.14310277898322,-201.36671734599238,1.0156352588189788e-12,28.18858219059222
1.0,1.4321653266331658,111.66920041678465,-206.17117481690872,3.1913076731393965e-13,28.53882707080055
1.0,1.439702512562814,113.23174359152758,-211.18714822892966,1.325671828108734e-12,28.899152734197976
1.0,1.4472396984924623,114.8323303522613,-216.4268167572509,1.225582543638971e-12,29.270008500126806
1.0,1.4547768844221105,116.47265004234687,-221.90318438692404,1.8932629615957062e-12,29.65186635263092
1.0,1.4623140703517588,118.15448941253234,-227.6301447407485,1.522606029043478e-12,30.04522225331259
1.0,1.469851256281407,119.87973920786409,-233.62255217653302,1.5300043526354922e-12,30.450597565354116
1.0,1.4773884422110553,121.65040127359032,-239.89629993485642,1.894636454062283e-12,30.868540603961783
1.0,1.4849256281407035,123.46859623074549,-246.46840623355112,1.0827466064605262e-12,31.299628330758537
1.0,1.4924628140703518,125.33657177843601,-253.35710933773692,2.5598656168221285e-12,31.744468212172592
1.0,1.5,127.25671168709329,-260.5819727866767,2.3656731986282346e-12,32.20370026467671
