EIL2,delta,Energy,Nx,Ny,dtheta0
1.0,0.0001,0.008059702050541613,-80.75641752908383,-0.3596999677820256,-0.17983187698073821
1.0,0.004360401002506266,0.3513219664084099,-80.89537302957716,-2.3854796672795784,-1.1875380508241196
1.0,0.00862080200501253,0.6955772424836796,-81.02431896469558,-3.371642515582819,-1.6713002236923773
1.0,0.012881203007518795,1.0391436813510435,-81.15560112075154,-4.139728351788232,-2.0431816140598698
1.0,0.017141604010025062,1.3852295772188459,-81.2845136271176,-4.801192567967545,-2.3594813544818236
1.0,0.02140200501253133,1.7303516471556797,-81.41500006837101,-5.390547064463792,-2.6376064308479092
1.0,0.02566240601503759,2.0762736816471423,-81.54542151360907,-5.931863233289038,-2.889828612707251
1.0,0.029922807017543858,2.4216187779805316,-81.6764894339121,-6.435838705710184,-3.1215491104643776
1.0,0.03418320802005013,2.769072792578532,-81.80695899036041,-6.913767754912865,-3.3386518462889665
1.0,0.03844360902255639,3.116991285695675,-81.93757758773634,-7.369194794639643,-3.5428957849900575
1.0,0.04270401002506266,3.4654021833459465,-82.06834016631728,-7.806256302483759,-3.7364054481859355
1.0,0.046964411027568924,3.8143298009739017,-82.19922871188352,-8.22806605896788,-3.920783130800872
1.0,0.05122481203007519,4.1637880828611,-82.33022947937573,-8.637030974266537,-4.097268800103235
1.0,0.05548521303258146,4.513785522749338,-82.46133088127385,-9.035058861525007,-4.266845954712702
1.0,0.05974561403508772,4.86432757873404,-82.59252237792963,-9.423693429328736,-4.430310512748419
1.0,0.06400601503759398,5.2154179165193355,-82.72379391162043,-9.804205576387217,-4.588317473826847
1.0,0.06826641604010025,5.567059088904072,-82.85513560108062,-10.17765720400291,-4.741413585901804
1.0,0.07252681704260652,5.919252925716824,-82.9865375600297,-10.544947058870767,-4.89006084992945
1.0,0.07678721804511278,6.2720007673827,-83.11798978789709,-10.906844442146886,-5.034653830159162
1.0,0.08104761904761905,6.6253036093130815,-83.24948209696292,-11.264014498019066,-5.175532660170049
1.0,0.08530802005012532,6.979162194066967,-83.38100406291326,-11.617037520214613,-5.31299298717372
1.0,0.08956842105263157,7.333577071414637,-83.51254498775486,-11.966423920574755,-5.447293693139995
1.0,0.09382882205513784,7.688548638477424,-83.64409387195278,-12.312625994725744,-5.57866297243997
1.0,0.09808922305764411,8.044077166742696,-83.77563939083737,-12.656047284433363,-5.7073031745052045
1.0,0.10234962406015037,8.400162820654256,-83.90716987521449,-12.997050110670726,-5.833394705403341
1.0,0.10661002506265664,8.756805670348282,-84.03867329269664,-13.335961695996506,-5.9570992025942955
1.0,0.11087042606516291,9.11400570038027,-84.17013723185084,-13.673079186267636,-6.078562141911516
1.0,0.11513082706766918,9.471762815705944,-84.30154888582382,-14.008673804291437,-6.197914996129464
1.0,0.11939122807017544,9.830076845633581,-84.43289503707902,-14.342994312126148,-6.31527703592559
1.0,0.1236516290726817,10.188947546314662,-84.56416204176118,-14.676269917805286,-6.430756843038039
1.0,0.12791203007518795,10.548374602131714,-84.69533581459018,-15.00871273183074,-6.544453589920272
1.0,0.13217243107769422,10.908357626337317,-84.82640181306178,-15.340519856070015,-6.6564581284130675
1.0,0.1364328320802005,11.268896161004585,-84.95734502159718,-15.671875170301531,-6.766853921154962
1.0,0.14069323308270676,11.629989676489958,-85.08814993544532,-16.00295086844492,-6.875717842557992
1.0,0.14495363408521303,11.991637570573488,-85.21880054394599,-16.333908786331435,-6.983120871031706
